country,state,city,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,revenue_segment,tenure_group
United States,California,Soulsbyville,Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,Network reliability,Medium,0-1 Year
United States,California,Stevinson,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1,65,2813,Limited range of services,Medium,1-2 Years
United States,California,Turlock,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,1,100,4664,Lack of affordable download/upload speed,High,2-4 Years
United States,California,Turlock,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,91,5796,Long distance charges,Medium,0-1 Year
United States,California,Vernalis,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,89,5641,Extra data charges,Medium,0-1 Year
United States,California,Waterford,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,1,77,6289,Price too high,Medium,4-6 Years
United States,California,Winton,Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,1,95,3357,Product dissatisfaction,Medium,0-1 Year
United States,California,Santa Rosa,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,1,91,4273,Service dissatisfaction,Medium,0-1 Year
United States,California,Santa Rosa,Female,No,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1,84,4154,Lack of self-service on Website,Medium,0-1 Year
United States,California,Santa Rosa,Female,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,85,5313,Network reliability,Medium,1-2 Years
United States,California,Clearlake Oaks,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,71,2299,Don't know,Medium,0-1 Year
United States,California,Cobb,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,80,5172,Competitor had better devices,Medium,2-4 Years
United States,California,Eldridge,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,76,3740,Competitor offered higher download speeds,Medium,0-1 Year
United States,California,Elk,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Yes,1,83,3657,Competitor offered more data,Low,0-1 Year
United States,California,Glen Ellen,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,100,2270,Competitor made better offer,Low,1-2 Years
United States,California,Mendocino,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,96,2975,Competitor had better devices,Medium,0-1 Year
United States,California,Redwood Valley,Female,No,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,1,100,3123,Competitor had better devices,High,1-2 Years
United States,California,Sonoma,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,1,87,3722,Competitor offered higher download speeds,Medium,0-1 Year
United States,California,Mckinleyville,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1,100,4432,Competitor offered higher download speeds,High,4-6 Years
United States,California,Blue Lake,Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,78,5684,Competitor offered higher download speeds,Medium,4-6 Years
United States,California,Fields Landing,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,Competitor offered more data,Medium,0-1 Year
United States,California,Hoopa,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,1,94,5811,Competitor offered more data,Medium,0-1 Year
United States,California,Miranda,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,1,73,2810,Competitor offered more data,Medium,0-1 Year
United States,California,Myers Flat,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Yes,1,84,2865,Competitor made better offer,Low,0-1 Year
United States,California,Rio Dell,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer,Medium,0-1 Year
United States,California,Samoa,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Yes,1,85,2485,Price too high,Medium,0-1 Year
United States,California,Smith River,Male,No,Yes,No,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Yes,1,89,5207,Product dissatisfaction,Medium,4-6 Years
United States,California,Trinidad,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Yes,1,71,3185,Service dissatisfaction,High,2-4 Years
United States,California,Zenia,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Yes,1,90,5829,Lack of self-service on Website,Medium,1-2 Years
United States,California,Auburn,Female,No,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Yes,1,79,4568,Network reliability,Medium,2-4 Years
United States,California,Clarksburg,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,Yes,1,82,2484,Limited range of services,Low,0-1 Year
United States,California,Davis,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,1,78,2122,Lack of affordable download/upload speed,Medium,0-1 Year
United States,California,Davis,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes,1,93,2078,Long distance charges,Medium,0-1 Year
United States,California,Elverta,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes,1,74,2195,Extra data charges,High,2-4 Years
United States,California,Fair Oaks,Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,Yes,1,94,4969,Price too high,High,2-4 Years
United States,California,Folsom,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Yes,1,93,4760,Product dissatisfaction,Medium,2-4 Years
United States,California,Galt,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes,1,69,4243,Service dissatisfaction,Medium,0-1 Year
United States,California,Garden Valley,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website,Medium,0-1 Year
United States,California,Grizzly Flats,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability,Medium,0-1 Year
United States,California,Guinda,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,1,96,2420,Don't know,Medium,2-4 Years
United States,California,Hood,Male,No,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Yes,1,100,4254,Attitude of service provider,High,4-6 Years
United States,California,Jackson,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes,1,72,5615,Attitude of support person,Medium,1-2 Years
United States,California,Loomis,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes,1,85,4803,Attitude of support person,High,4-6 Years
United States,California,Roseville,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,1,94,4400,Attitude of support person,Medium,4-6 Years
United States,California,Pioneer,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1772.25,Yes,1,65,3079,Attitude of service provider,Medium,1-2 Years
United States,California,Plymouth,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Yes,1,65,4879,Attitude of service provider,Low,0-1 Year
United States,California,Thornton,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,1,69,2455,Attitude of service provider,Medium,2-4 Years
United States,California,Vacaville,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,Yes,1,89,2959,Attitude of support person,Low,0-1 Year
United States,California,Walnut Grove,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,66,5633,Deceased,Medium,0-1 Year
United States,California,Wheatland,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,Yes,1,86,2937,Moved,Medium,0-1 Year
United States,California,Emigrant Gap,Male,No,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,3182.95,Yes,1,76,2704,Moved,Medium,2-4 Years
United States,California,Meadow Vista,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,Yes,1,76,3131,Moved,High,0-1 Year
United States,California,Soda Springs,Male,Yes,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes,1,89,4591,Competitor had better devices,Low,1-2 Years
United States,California,Elk Grove,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes,1,80,5944,Don't know,Medium,0-1 Year
United States,California,Woodland,Male,No,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,Yes,1,73,4336,Competitor offered more data,Low,0-1 Year
United States,California,Sacramento,Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,245.2,Yes,1,65,5671,Competitor made better offer,Low,0-1 Year
United States,California,Sacramento,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,Yes,1,73,2961,Competitor had better devices,Medium,0-1 Year
United States,California,Sacramento,Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1,60.1,Yes,1,88,5654,Competitor had better devices,Medium,0-1 Year
United States,California,Sacramento,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,1,75,2038,Competitor offered higher download speeds,Medium,0-1 Year
United States,California,Sacramento,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes,1,81,2699,Competitor offered higher download speeds,Low,0-1 Year
United States,California,Sacramento,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,Yes,1,97,2448,Competitor offered higher download speeds,Medium,0-1 Year
United States,California,Sacramento,Male,No,No,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,Yes,1,100,3051,Competitor offered more data,Medium,2-4 Years
United States,California,Sacramento,Female,No,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes,1,69,4811,Competitor offered more data,Medium,1-2 Years
United States,California,Browns Valley,Male,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,1,95,3788,Competitor offered more data,Medium,1-2 Years
United States,California,Canyon Dam,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes,1,98,5824,Competitor made better offer,Medium,0-1 Year
United States,California,Chico,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,Yes,1,69,5965,Competitor made better offer,High,4-6 Years
United States,California,Crescent Mills,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,Yes,1,78,4166,Price too high,Low,4-6 Years
United States,California,Elk Creek,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,Yes,1,67,4176,Product dissatisfaction,Medium,0-1 Year
United States,California,Grimes,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,Yes,1,99,2668,Service dissatisfaction,Medium,1-2 Years
United States,California,Hamilton City,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,Yes,1,97,5246,Lack of self-service on Website,Low,0-1 Year
United States,California,Live Oak,Female,No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,Yes,1,67,5515,Network reliability,Medium,0-1 Year
United States,California,Maxwell,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,Yes,1,95,4739,Limited range of services,Medium,1-2 Years
United States,California,Meadow Valley,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes,1,82,5437,Lack of affordable download/upload speed,Medium,2-4 Years
United States,California,Olivehurst,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,1,66,6265,Long distance charges,Low,4-6 Years
United States,California,Oroville,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes,1,90,2771,Extra data charges,Medium,0-1 Year
United States,California,Princeton,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,1,72,5546,Price too high,High,0-1 Year
United States,California,Quincy,Female,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,Yes,1,83,2335,Product dissatisfaction,Medium,1-2 Years
United States,California,Twain,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,1,96,2123,Service dissatisfaction,Medium,0-1 Year
United States,California,Williams,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,1,84,5638,Lack of self-service on Website,Medium,0-1 Year
United States,California,Yuba City,Male,Yes,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,Yes,1,79,4656,Network reliability,Medium,0-1 Year
United States,California,Anderson,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,Yes,1,100,5859,Don't know,Medium,2-4 Years
United States,California,Bella Vista,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes,1,92,5435,Don't know,Medium,0-1 Year
United States,California,Big Bend,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,Yes,1,67,2491,Don't know,Medium,0-1 Year
United States,California,Castella,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Yes,1,83,5219,Poor expertise of online support,Medium,2-4 Years
United States,California,Douglas City,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,1,94,5390,Poor expertise of phone support,Medium,0-1 Year
United States,California,Fort Jones,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Yes,1,92,4233,Competitor had better devices,Medium,2-4 Years
United States,California,Happy Camp,Female,No,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Yes,1,82,2157,Competitor offered higher download speeds,Medium,2-4 Years
United States,California,Hat Creek,Female,Yes,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,Yes,1,67,5915,Competitor offered more data,High,2-4 Years
United States,California,Hayfork,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes,1,84,5035,Competitor made better offer,High,0-1 Year
United States,California,Lewiston,Male,Yes,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes,1,85,5971,Competitor had better devices,Low,0-1 Year
United States,California,Montague,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,1,99,4655,Competitor had better devices,Low,0-1 Year
United States,California,Old Station,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,1,76,2088,Competitor offered higher download speeds,Low,0-1 Year
United States,California,Palo Cedro,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,1,95,5552,Competitor offered higher download speeds,Medium,0-1 Year
United States,California,Paskenta,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,1,86,4712,Competitor offered higher download speeds,Medium,2-4 Years
United States,California,Paynes Creek,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,75,4692,Competitor offered more data,Medium,0-1 Year
United States,California,Red Bluff,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,1,73,5090,Competitor offered more data,Medium,0-1 Year
United States,California,Shingletown,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes,1,83,5030,Competitor offered more data,High,2-4 Years
United States,California,Trinity Center,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,Yes,1,73,2313,Competitor made better offer,Medium,2-4 Years
United States,California,Weaverville,Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,1,92,5692,Competitor made better offer,Medium,2-4 Years
United States,California,Eagleville,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,1,70,3351,Price too high,Low,0-1 Year
United States,California,Lake City,Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,1,92,4797,Product dissatisfaction,Low,0-1 Year
United States,California,Sierra City,Male,No,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,1,96,2544,Service dissatisfaction,Medium,1-2 Years
United States,California,Susanville,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,1,79,4323,Lack of self-service on Website,Low,0-1 Year
United States,California,Termo,Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,1,69,5691,Network reliability,Medium,0-1 Year
United States,California,Westwood,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,1,88,3591,Limited range of services,Medium,0-1 Year
United States,California,Carnelian Bay,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,1,99,4997,Lack of affordable download/upload speed,Medium,2-4 Years
United States,California,Tahoma,Male,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,1,86,4630,Long distance charges,Medium,0-1 Year
United States,California,Kings Beach,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,1,90,2140,Extra data charges,Medium,0-1 Year
United States,California,South Lake Tahoe,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,1,80,5086,Price too high,Medium,0-1 Year
United States,California,Truckee,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction,Medium,0-1 Year
United States,California,Los Angeles,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,1,83,3676,Service dissatisfaction,Medium,0-1 Year
United States,California,Los Angeles,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,1,70,4277,Lack of self-service on Website,Low,0-1 Year
United States,California,Los Angeles,Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,1,73,4287,Network reliability,Medium,4-6 Years
United States,California,Los Angeles,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,76,2934,Don't know,Medium,2-4 Years
United States,California,Los Angeles,Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,80,2240,Competitor had better devices,Low,0-1 Year
United States,California,Los Angeles,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,1,70,3155,Competitor offered higher download speeds,Medium,0-1 Year
United States,California,Los Angeles,Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,1,91,5825,Competitor offered more data,Low,0-1 Year
United States,California,Los Angeles,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,1,70,5955,Competitor made better offer,Low,0-1 Year
United States,California,Los Angeles,Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,1,82,4883,Competitor had better devices,Medium,1-2 Years
United States,California,Los Angeles,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,84,4412,Competitor had better devices,High,4-6 Years
United States,California,Los Angeles,Female,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,1,99,2296,Competitor offered higher download speeds,Low,2-4 Years
United States,California,Los Angeles,Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,82,5902,Competitor offered higher download speeds,High,4-6 Years
United States,California,Los Angeles,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,97,5581,Competitor offered higher download speeds,Medium,1-2 Years
United States,California,Los Angeles,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,1,96,5514,Competitor offered more data,Medium,0-1 Year
United States,California,Los Angeles,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,1,98,4618,Competitor offered more data,Low,0-1 Year
United States,California,Los Angeles,Male,No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,1,73,4539,Competitor offered more data,Medium,1-2 Years
United States,California,Los Angeles,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,80,5075,Competitor made better offer,Medium,0-1 Year
